image,label
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images28.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images29.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images3.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images30.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images31.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images32.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images33.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images34.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images35.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images36.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images37.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images38.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images39.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images4.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images40.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images41.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images42.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images43.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images44.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images45.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images46.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images47.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images48.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images49.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images5.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images50.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images51.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images52.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images53.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images54.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images55.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images56.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images57.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images58.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images59.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images6.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images60.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images61.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images62.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images63.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images64.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images65.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images66.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images67.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images68.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images69.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images7.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images70.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images71.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images72.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images73.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images74.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images75.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images76.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images77.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images78.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images79.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images8.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images80.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images81.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images82.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images83.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images84.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images85.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images86.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images87.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images88.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images89.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images9.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images90.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images91.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images92.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images93.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images94.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images95.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\images96.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\image_iphone.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\Jessica-cobra-pose.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\king-cobra-pose-370x207.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\king_cobra-1-300x300.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\l-demonstrating-exercise-during-gymnastics-training-flat-illustration-vector.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\lth-benefits-cobra-pose-mountain-pose-butterfly-pose-infographics-2004800306.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\man-doing-cobra-pose-indoor_23-2148717162.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\MasterClassSEO_Cobra_Pose_HERO.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\maxresdefault.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\maxresdefault2.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\ngthening-spine-shoulders-while-performing-cobra-pose-yoga-class_622301-1484.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\photo-id-6598897991749-woman-practicing-cobra-pose-yoga-asana.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\Rising-Standing-Cobra-Pose-Bucktown-Yoga-1024x1024.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\sddefault.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\sddefault2.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\stock-vector-cobra-pose-yoga-pose-and-benefits-cartoon-vector-illustration-1955464498.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\tint_magazine_cobra_pose_freepik.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\Twisting-Cobra-pose.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\types-of-bhujangasana-or-cobra-pose.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\woman-practicing-yoga-lying-cobra-pose-fitness-mat-home_695793-554.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\woman-yoga-exercices-bhujangasana-cobra-stock-images_csp43339657.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\yoga-cobra-pose-asian-poc-732x549-thumbnail.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\yoga-cobra-pose-illustration-strong-man-practicing-yoga-cobra-pose-128255929.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Cobra-Pose\yoga-video-how-to-learn-cobra-pose-bhujangasana.jpg,Cobra-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\028bdb50f40cdd8d_Quarter-Dog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\10-key-postures.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\1laXG75Q7exVY25myAWL_down_dog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\1u18ID1cUw_TKiIg77CxcFw.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\220px-Downward_Dog_Pose_28Doga29.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\2445451693f65e56b52aa606e9f82993.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\4061ec448e6fbd02b1048a1eb7e5b151.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\5-Benefits-of-Downward-Facing-Dog-Pose.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\59379e4bcb4f419aad86e5c76ba38a7d.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\716ed1ff33f34ad0552c9fdc10ddefbf.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\adhomukha_svanasana_yoga.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\AID_0425_1920x1080-4fe5dd6863b3b356c6bd4e78f60ac4a6.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\amp-up-downward-dog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\AOh-ky1xuGSuo1cFBPOmcqkrelO7CtXbSsHfwZPiu8CQbAs64-c-mo.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\ard-facing-dog-pose-adorable-kid-practicing-yoga-active-healthy-lifestyle-ve.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Arm-rotation-in-Downward-Facing-Dog_step-4-1024x576.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\article-migration-image-1920x1080_DownwardFacingDogPose.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Blog-02-Puppy-Pose.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Blog-DownwardDog.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Blog-Header-Image_65123d9f-895e-4aad-ada6-335f1910c7d2.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\childs-pose-1_custom-96820bc7476f8105a27b63d659cdd4dae58a0029.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\child_pose_downward_facing_dog_pose_flow__balasana_adho_mukha_svanasana_vinyasa_yoga.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\d-facing-dog-yoga-pose-fitness-exercise-body-training-balance-male-161160289.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\down-dog-by-fizkes-_-karina-bto-pib58944yd1syzcm7lmji6g2vajci8slz14bfrnhmo.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\down-dog-modifications.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downdog-cropped-e1586373192778.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\DownDog1.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downDog_9650.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog-pose-yoga.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog-proper-form.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog-toes.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Dog-Variations-1.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog-yoga-pose.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog-yogafurie-1024x683.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-dog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\DOWNWARD-DOG.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-dog_custom-f1ffd73f19a89a34f4e6d97e8dfc4fdc4013c6ee.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Facing-Dog-Alis-Wellbeing-Restoration-Yard-min.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-facing-dog-flickr-army-medicine.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\DOWNWARD-FACING-DOG-POSE-13-b7b07dbf05419af6296d55dce26444ad.JPG.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-facing-dog-pose-adho-mukha-svanasana.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-facing-dog-pose-collage.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Facing-Dog-Pose-Mod-1_Andrew-Clark_1.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward-facing-dog-pose.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Facing-Dog-Pose_Andrew-Clark_1.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Facing-Dog-Prenatal-Yoga-for-Beginners.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Downward-Facing-Dog.JPG.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\DownwardDog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward_dog.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward_dog_knee_to_forehead_R.png,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward_facing_dog-1-300x300.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\downward_facing_dog_mod-erin-motz.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\DSC08308-1-1.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\everything-you-need-to-know-about-downward-dog-853120_2248x.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\Female_Downward_Dog_1200x628-facebook-1200x628.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\group_downward_facing_dog_pose.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\How-to-do-Downward-facing-dog.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\How-to-Do-Mountain-Pose-Yoga-Instructions-min.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\How-To-Do-Three-Legged-Downward-Facing-Dog-Pose.jpg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image10.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image11.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image12.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image13.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image14.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image15.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image16.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image17.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image18.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image19.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image2.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image20.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image21.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image22.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image23.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image24.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image25.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image26.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image27.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image28.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image29.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image3.jpeg,Downward-Dog-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Downward-Dog-Pose\image30.png,Downward-Dog-Pose
